userid,reviewid
AF74JR6NGSLT6D6ZFPER3HOIV3KA,R2CWMUCMP4HSPD
AF74RSGCHPZITVFSZN76K6GKPICA,R32ZCIH9AFNJ60
AF74UYGWHEFR2GCAY6QHBNBXZLJQ,R32UWFLL51XWFR
AF757N27JM5UZFJ3TS5FVGBYVMDA,R322EU1EPO0EFK
AF75CFR7RD3EVKMOZ6TU5J7GOOVA,R1G7WNTY9MC6H4
AF76BLD2T2D257G2MT7QQIC6TPEA,R4GY3NDK1NKOJ
AF76XTK3GUL5U7RJUHCGDNUF6JPA,R3602Y24JS49JI
AF76YQ4VNWMTEZXSFQDAICDLYFXQ,R37XBQ83OS51H0
AF772HDBWQAREJWQ2CLI2OHNSKIA,RV54JVI6BCMEA
AF772O5YC4ZR6O2Y4VMIWTWEZMPA,R2W29VY8NK4944
AF7767UQSOLO562YELBYVK7LKB4Q,R29RY4BYVG8N55
AF77N36Z4TV2XEXVZL25HASNQP4A,RL0X3ZRIGX4DE
AF7AIWHQCEGDKGZJX4LLAMMPZCWA,R200UL35KLRW7R
AF7B5AJJZP2WKRD74Z45L7YDOEHA,RCP907FSHW2CI
AF7BXYFKSFYOMLSKCZE4ZVWITELA,R78BFK5PTL1N8
AF7CJCAKRIAY4BVN77BTSZYXXIZA,R2PGJZAQVR5XQE
AF7COMJXY3YJUCEUEC67ZFJ5H4XQ,R5OOQZ5ILIG7E
AF7EAJ3DVQJ5OV7EN7NI4ZCTUKOQ,R1KGPK8S5IYLBR
AF7EOXYL5K36BDP6PXF6K2TL5TPA,R1L2JNO4Y3BHYF
AF7FNHSMCRU3BQJ4J5XSMGYU5ZWQ,R1YVJDFTPY1227
AF7GDUMJMOA6YGT4OT7X2KWFRH4A,R339F0FNSVUUP1
AF7GFM2ILS43R3R7ZWHYAUCPAVAQ,R2RLW3M6VML3F7
AF7GOEYE5GJO744YPMKRF75AERWA,R1DOXKQXS4PKV4
AF7GR2MYNSFD4CNYGBK3FANOGQ5A,R1RY147GD1ET8M
AF7HCYB2DO4LPCOGY4TBL6SW5QXA,R1MDDB3FYXXEVL
AF7HMPO2QTCXQ3LHWO4WXXWVH63A,R2ONYYWA0QB6FS
AF7HUEJWED3ZUCLTT2MNQDL5BQOA,R2P7VTDLLMDOA3
AF7IPRBRDY6D4F7XVZW4QZZRI3KQ,RB5W0IR72WUCL
AF7IXQKBUL6NEIQG4R53LMJJUGXQ,R22EUJ1B1AM0OU
AF7IXQKBUL6NEIQG4R53LMJJUGXQ,R3D9U8JX5A9TUJ
AF7IXQKBUL6NEIQG4R53LMJJUGXQ,R1HT915CFN9EXH
AF7IXQKBUL6NEIQG4R53LMJJUGXQ,R69FUCBNGBRX1
AF7IXQKBUL6NEIQG4R53LMJJUGXQ,R15OH35Q9GBPXD
AF7JB6HX2S3TCZRZSRJFOWRCW7CQ,R2BVDAB2VQXQ5K
AF7JC6AKO652RERHTNJ4NFM6NN4A,R3407AFPL16VUS
AF7KNSLEDN6UCGACICGMVXRW6FZQ,R14L1ELN40CL68
AF7KVNWBD7JWYLKGKXBYJ5O7RQ4Q,R268UIIQ8R8LOR
AF7KWHU33BSKUSJ3JTPU4X2NBYLQ,R3IGL48GSRQXBK
AF7LH47LBG5ORFG2V4LDGVM7IJQQ,RW5C887MDJQZV
AF7LYQTIS45CKK5MJKT4D2B7VWAQ,RA2K9X6CPRLS3
AF7MSVVI52V27OGZ3FTE62QFWNBQ,RQ6JZDYGL266A
AF7N24U3P7U7KXYPZXEKACPE2KEA,R1STE4UF85D4HE
AF7NDY2H6JVYTSQOZP76GCATQ34Q,R1MV1NKC23DWPI
AF7NGHQSFHIKMD3KTJGPRZ2SC3GA,R364RHY5PGIWWH
AF7NUBGRCKGFYSLOEUO4Y2UC4QZA,R3PTZIPG57O5A6
AF7NUNBNBZ2WXQ5QGBAVERSVWZYA,RQWYUTNJ2RA2L
AF7NWNWMLKRURHMLHTZXO6TYO4ZQ,R33UQYGSTZZE1L
AF7NY3RD3X3ZTH7D5TZ74YPNJW4Q,R2TDXG58UA6LMS
AF7O7XT6CTT6WPOITPUURTLR373A,R1WOXRK1I1XUD1
AF7P2QHPYH6Z2KS5K2V2MTRPHOOA,R35YIQ96ZXOU58
AF7P56JP3WZNRN4CCTRWVH3L7C3A,R3JYYAE7E8XMB7
AF7PPF6P5ZASHL4RYP7AZQBHRRTQ,R1QHY0304RCZS6
AF7PR2PDWUSBNAQWPFIBW4J5OHBA,R1MXGMA3JKL1YI
AF7QASLC5FT2C3DGXD4YW2FMZ5ZQ,R1ZTKPOECNMEUH
AF7QEOPISA5J33YVAQWX2EGDEPUQ,R3R6D9TUIP8SNV
AF7QK5FHWPIIYYCVERDUJEZYTSXQ,RF9Y5B4XM5YZ6
AF7S5C6MJ7XPJ26E3U3Z5TIWHRMA,R3O3MTC9L2VAJ5
AF7TKY6E2EO7NSSPHFYFGE4FJDOA,R188FGJWORTDSC
AF7USQ27RIKU5ABXWZG2WFECW7JQ,R2NMOPMWX8DV8
AF7UYUVEZZUXIIOJWWI776NZPTRQ,R1BR8BOPOWGU0F
AF7V2H3X3WZZAGQN57IMDJUMWJFQ,R3MDULNGS6SJBE
AF7V4J7TH7SIZBZW2ZKS56QML76A,RYLJRVXKJQYQE
AF7V57LV5NFKILFRLD7MPSVBKOAQ,R169WUUXF4ZIUZ
AF7V6CVPDC3UJNI3UODXF5FCU4XA,R2VJ4LI8OPJ6TJ
AF7VPS5PMKH5UYES6FA7ZBWEHDBA,R1DWLT7YCZATFU
AF7WOI76RSO6HPHORY46KHV2KARQ,R1DSMD8RKWG5SN
AF7X57ZWMMENYXKPBWBXQVLFZ46Q,R35JVF8Z4K6TFP
AF7XGOMQWMA2ITB72BPIVHL23EJA,R2TUAIDPW255N6
AF7XW2VZLPVXOMLEC2WU7FPUJ66Q,R3GAOZKSESNEO4
AF7XWA4GXXWKOYLWWKGKZIP5O7DQ,R1A8JNU8MFLA7O
AF7YEBOIUIR3AWM2L4PCV2MCTUOA,RXW00MCJXW4UW
AF7Z6AXMT4QMKJNV6CH6XRIVGVPQ,R331A15NMMC2WR
AF7ZGA2MQVDGPQEW5EUSVLMFVHLQ,R2SMCMC92K4AMF
AFA27PWZ7R6SHPUK6YI3LUPVQAXA,RKYJMDLBEO56M
AFA2RHFCGLLADX2Y6VEUWDGJZPNA,R90ADLZBP2L4B
AFA332YHUPB6I7KMME7SOFX5RKQQ,R1G4I5FLAHM16P
AFA3LPNRI5HE56NA7IV3NN4KYJ6Q,R16MGSPZZXR9Y6
AFA3SIQ6QNXPHVU6AIEL4FIMUYDQ,R2HJ98L0OHC1I4
AFA6NJKGCITRFOYKD2FMBD44UBPA,RA88ON37S8GZ5
AFA6RD2OGIVARNPAOXV7MW7LSO3A,R2G7L7325PDXOX
AFA6VUQZIGTFOXBWJQEN4TRPEYSQ,R3861NUR0UF7SN
AFA6Y4X6JXUJS7K3ALWAK3B33GZA,R3C3HZYNE1WHDQ
AFA6YM4NTFRGHHKYN5U7HUYEVSUA,R1QIWMR6C3F3U0
AFA77KJVXMUXJYSHWGGFHAGZJ2DQ,R1214YKOSWOBHC
AFABD2LOIXHYSDVJ7SQSDEH2MXLA,RNRX90QGDJCVW
AFABWJZ3775SMVWMSWGYY4DDN6WQ,R28AX5SR6R1EGR
AFAC52GQISXYJ5DL4YVQHXGSE4MA,R283XBLNQ2SZ1E
AFACTUMKAIA2A6TQX3URLEPJ462Q,R35XHV3UC3PEXZ
AFAD3K54MDC5KWKEIL4GPRMDUCSA,RTBI29BIALOQ4
AFAD7OCCGIXRKR3RT4KLNHPJKN7Q,R2LRVWCRPJU2HW
AFAE3QQ4QXQFUDMR6PPV7Z2RBBXQ,R2Z1QU2RURR98B
AFAEKGGAPT6K7N6BNE5TB3CWZ4MQ,R4U8VD6OEEGE4
AFAEMQGQFXD6JFPE2PTK6THIH53A,RSYBU38UVWSP6
AFAFL4TW6TSNMNULD4R22QMZVDIA,RFNJ1019NIZ43
AFAFMRV4L35642NQMP3WELYPQ6ZQ,R2WXWZRPAKQ1GP
AFAGO45Q2ZA4UJ3XXHEWFROOKBRQ,R3JP8EI4SKB6TT
AFAH6ZDWWYSXCWPETRIORFGRILAA,R2P3J8JNKDB1SK
AFAH7WHWITSQ33IHJU2MW5QRT7HQ,R1SJ4CTWGTJ76Q
AFAI2HVZTWZTAN4VOOOMVS5H55VA,RHZFWFPW57PEH
AFAI5BPCMNB5QLJ2T5WCKGA5U2DQ,R31NFMTNJIPKMQ
AFAILC2MZIU2UFLQK34GQLE4Q42A,R2JZAP6U9T86EI
AFAJRPO7FNQVWYXLU5RMHFVJDARQ,R1CD68IZMR4O62
AFAK7LP652JWFHXYGYD6DRPSUTVA,R6VNO2JYF3N4U
AFAKEZV7KMVT2SGF4KYWXGQRIW4A,R3C219XKJW9GI2
AFAKHOAYOIRPKEBF376DH5VOHIVQ,R2Z9OI179SYEC3
AFAKLGJPBTX3EWCXJWB6TF4LJOXQ,R1SWNKZP36AU1J
AFAKUEWJWYAKREBPXLV2MNKZXMLA,R23RHEY0ZRAT67
AFALLWH7RZKCTWUFY6QELC2CPLMQ,R1BJGSXI1QZJ1E
AFALQ6JKOEKVRVI3BZ2G5PJ63HQQ,R10AUMHF2MJRRU
AFALR44LTLTN7PHHQNB7HJDZMEZA,R1UJODUANPA0J0
AFALTXLNKATKJWF7UVD2PAMKQYXQ,RRCUB6J7H9WK8
AFAMW5VFGUDWD5EG3XOVTETFW3KQ,R21Q1UO7WME33S
AFANGSCZERSUTYMODCZNYRH7NL4Q,RCKVFOB5KX6F3
AFANO6XV7I2E7Y2VFLQPNVVK356Q,R1RBKHL1S7T79X
AFAODJJHXH3RGOQXKG5D6NLOMRPQ,R2NUEOM6M6XSIE
AFAOEOKOE3IHNJKQDHAZ3JY63F6Q,R6ZMVE3VFMOTC
AFAOU74I45ATGV4STWGKFXBRHODA,RJ05T5WBN8SDA
AFAQCBEHAIWL5F5W5PTWK2V7U4TA,R3S0S1OUOOTNC2
AFAQLRAKYASFXOQP7MS6SZK4STIQ,R1PCC1YKW3I4G8
AFAQNP7A3V3LBMYSP2GNUNTQIZ2Q,RN4ZPVL2G6BXG
AFAR6KANGGM4XIVC6ZDTSEONGR6A,R2UAN2MTFP5KVM
AFARAZP3IF343NCQTLZA27FJNIQQ,R17T0PBEN71P6E
AFARITTBYR4HMMHALZPS4DZGMVTQ,R1WFAYRPS9QE0I
AFAS6QTXL5CPXZ6RHDRQP5FDQ5XA,R25CE9M9A1ZKSG
AFASOASLRV4MRGUQHM2OPYFYRHPQ,RFDIHHBHV6149
AFAT7XOWTWEFHD5OPAUPOMHDS6ZQ,R1J8O3B5JA0UAZ
AFATPF5UULFKGVJINQIBWJEXL3ZQ,R1GA29NLMK5T1
AFAUAE5SWPAMT4HP5SG7TPGXPJNQ,R3C57OMUNT7LU5
AFAVAR36WZOZ3TA3WC3KI2OKYJ2Q,R188HVUJ3OC30R
AFAVJJJRDJZCFKPZ4ACGTYBLRJBQ,R1B4X8ITOATQ0C
AFAVZL5OGYPPWWRW6TJ7XTEHPVFA,R2SME90R32XR18
AFAW47CO7UX37TKZSGRUHIKZMATA,RR4N76OXC0SFK
AFAW4JGIBKTJDQE4EHYSG5PTAOOQ,RRDFD5UYQWGA2
AFAWTNLFTSBNDJQYBPF3EIG5UJRQ,R3477DOFU8L9AH
AFAXMU7HOTIJ56JF2AK52OFSTR5A,R1FNXA35SQ0AGR
AFAXUU47RN762WSSN4WATCSYAJ4A,R21RA48Q90YTS4
AFAY4E5XO4Z7KO4FYOWQYQSKT4KA,R26ULECYB1ZKE1
AFAYH4FG2MUZTFGDVONVIOV4W3KQ,RZN676INI7CXB
AFAYV3BQLC3AXIEDILXRGIRHZWGA,RVPA011CN6KFC
AFAZ2MPQWPMDM2OHEIKV7I5JA63A,RAJ3HLMLW5246
AFAZO3VRRBIL6DP5UI4B2UDILGRQ,R15PHQG6E08SRK
AFAZO5BDXQFTNM5IUP2X6F5XIIVQ,R3L9WB85IB0Y5O
AFB2AKARKRKHAB2PUCALX2GXOM3A,RMDVRDSEK73L8
AFB2W25SC4ZEMFT7JTVTW5L5RZCA,R3NE8OQ3WPJOT9
AFB3MTOE4VW2XO6RTJGIWJYH5OBQ,R19EYLO6N0AKLG
AFB4DO5PCKBMV3TJ37XFDTWLOVRQ,RS2T771TLOD14
AFB4UHZ3QF352GURQDBYC5JORT2A,RU34IVNRBGN2X
AFB5KJR4Q5FICAHBOPDPUTB3O7QQ,R2BP8Y5OJXKJLF
AFB6GXJEM6T4SHB3BQJ5G4UC5VAA,RR4IXFU8KX870
AFB6MZQQWWOGIDPMRFWMIS6KH2KA,R2J3E39AIHUX3U
AFB7KATBZJ56CDSFNRN5GVI5WLWA,R32YZCYBC5ZRV5
AFB7NE24HEWG4SNDZWML7IYYMBLA,R2X9MHLA6MM34
AFBB545QU2N2BJW3PGXCROIDXIIQ,R1PL89R0J82DJV
AFBC5LMEZK2OZBMIPZTVSTMXE5IA,R4DZTYE4O453G
AFBDL2XOOPYMHMLABSXN4JAF3WOA,R1AB17ZPSW1AE1
AFBEN3XNJW575CUUZZVH57LJNXKA,R2L9NIJL2B64D6
AFBFA6KBCRGWVDW4KGK4IGLOZOMQ,R2KXEQMYGQGIP3
AFBFWTKCL3QGM752HHFGURNACKNA,REHOKLPMH5R8P
AFBGSJVXAQRB4AOEX6CFHBBQEVXQ,RKHB971WSLXO5
AFBHLRTSYYAZ2IGMVF2BNV6ZPG3A,R1B9F9IRGMO01I
AFBICVVDSWHTB37XUM72SGTRRL5Q,R3LZFS4QTCAHA8
AFBICZEMDBBG2PL7T424USBD3PNQ,RC8LE1R8ZUXK6
AFBIER33V2UVWGHQNBRTHEVLIW6A,R3PCRI9KDXF4QD
AFBJDIUA2EUBVIRXAXLNC7ENHAIQ,R19O55T880XD8U
AFBJK7AC7CHF64YGGCYORLZKDJPA,RWO7FXQAVPEXH
AFBJNCLV6XVUCTE24MRPXR4IURXQ,R1091DNAFCQ1ML
AFBJUY4B45VSG7ROPSXR44Y3PCJA,R3OIY3XB4667JN
AFBJVGLPQD4P3VWFKPHEYOYSU3SA,R1RVGK0UX9CXVV
AFBK3X6D3AHEHSYYXPL4L6JEMSLQ,R25UU2M1B9BO5X
AFBKP77TRJAYCQFMO54ZJU6HRZOQ,RUC6VSV4LU9P4
AFBKPWYCMY4EJHOAHFRWNEUOPCMQ,R1LKZJQ84LWHYF
AFBLE3JAWJK5XQJTOQHYLKNJX3FA,R12Y07JTP88MO6
AFBLFBJHOW7CQX62SQP7S3QJCFVA,RRKAMPIXSKUW
AFBLTBDVC23HRPXW2OQ2JDV3BNNQ,R1DC9VBYLSSEB
AFBO7V4C5TDYJ4VCEZTNK3JUAL4A,R28WD8ETADFIKR
AFBOZIRKFRPTQJZKZE7CFSSDK2WQ,R1BI8J8CW8LH64
AFBPBZLHAOY5FLNKXSMY7R5NGW4A,RMGE5B6FD1FS5
AFBPPGDHU5S2IR5WEPYWGR4ABK4Q,R3G7X6LSJFGFXP
AFBQJKVQBIRCTEMBWG5L4NWR773A,R2WUK4CHR50M6P
AFBQMEOHKDRW6CJJFN2X6BVFQ2XQ,R1DGW1VG83PPCR
AFBQNIYHQELPL3AS3CI5Y7MWAJXQ,RKILLVCVGFROD
AFBQQK22DRF6U2KQXU6ZSALA4NZQ,R1N1J6DCG6LIYP
AFBRDCFTMGH6OFKCC7GQQKXBCXKQ,R3I8GGSZJCEUGV
AFBREMXXTVMEXXEUD4TCXZEJLMKQ,RL2GYO9N48DA1
AFBRSDA6IG6CQY4IGPKXUR4ESI4Q,R3DFY4QAXRWGIR
AFBU23LMK34PMRYBIIPLRVFPP6WQ,R1WVLTHBMN7N0E
AFBU5FXWPA2YVMWWIMGYMA2AG34A,R17LPFA7PQVV2Q
AFBU5FXWPA2YVMWWIMGYMA2AG34A,R2HY811H3E3G6S
AFBUKSAGU3IQF6O63H3C52YQ3KDA,R2IO934AS2Z5U4
AFBURR5C3CR7XL4WPXXV5ZEDDZPA,R3VH49P53CT04T
AFBV4HQOSFPQYP63ELMOYRE32V6A,R1SXNGZHUU7T1A
AFBVO5EYL6CDO3PXRSG4MK7X2JXQ,RM1F5QKM6SSLE
AFBVVELP4GVFVUNT2JCI5JHVGRWQ,R2LYKHFGZWSYDL
AFBW4KT3H6ZMT3WZRTRIDEV7K7WA,RM3DGSI1GEJ08
AFBW6COTZXGHQMWVDUOSXVUCCIHQ,R26ABOIUJ8UXJ7
AFBWCVS4ZG4JQ7GII3KFL76SMBMA,R32C98BJ9DRL79
AFBWDDA2YE4P72CA6RHL43B3F4WQ,R1M3HZPOB2BCPA
AFBWIN5UT4RIRQENPJAL62AWUMIQ,R25UI50GV8IC8H
AFBWMQUWPLCXK5D4A35AZBEZVRNA,R3NEW792RTB2MX
AFBWWOUHEYFHDWJOE42DN5YWO2MQ,RR30YFP5QKZZZ
AFBWXU7DUWCIK5MRDCLBXWTWN7ZQ,RX58FZYTDEIBU
AFBYRGPVHQDBRHAQHZYD5JCR2VMQ,R907U5NEBJ1YF
AFBZ5YXV5MZWW3BL6D74PJDKEM7Q,R3KG6USWG4FNQI
AFBZMRHC4GXUU7KNAK4OBKORDF6Q,R1ARVYPXS4XPB7
AFBZOBNNEXP2HLRKXMCEFD2RNT4A,R1WTLGHP5CFLH
AFBZOJLKGDQJHZVHU4NLJBD33PSA,R3SVFIOXQ99SOJ
AFC2EEGVUB34NVHUXNS7YZDA7JDA,R3BKZ1CNXYB14D
AFC2IZIMLDQRHPP6HME2J34YYOOQ,RT20S82LT3HZF
AFC3FFC5PKFF5PMA52S3VCHOZ5FQ,R3OI7YT648TL8I
AFC3FFC5PKFF5PMA52S3VCHOZ5FQ,R29MV5DZH3FQBH
AFC3FOLK4BMVVGOHLENHL5ZUXK5Q,R20Z8QRT7O6F3H
AFC3WW5ASWRLFETWSIFW4DUFAXEA,R23GLC7BOL1YAO
AFC4IGBAWQIZUIGT3HAGY3JZT5YQ,R317WT80E3F4I2
AFC4X5UHL2LN4PBS2TWOMIZ2GHAQ,R2RU5623DZ9ZWI
AFC4X5UHL2LN4PBS2TWOMIZ2GHAQ,R3IX2AJH4QZL8U
AFC577LBGWLZKE53GGT7GGJE5BZQ,RHNG6YOP5P6GA
AFC5A2WLRTDARIZXW6FH3SDWVD5A,RMVC4YY8V7RYM
AFC5CQXBCJCOU4VWPCMLLQV5NJRA,R23U630I51IZTI
AFC5K7RQQYKFB5PV47KAX2CHVIIQ,R30ZSNYE78E0O2
AFC5NBFKNTHLIZE4PFLSCEIUHAYQ,R1LXTDC37JH60V
AFC5T42J2P6CMZQUXB4IVBEZSAFA,RUL4CK8TAFSM6
AFC5XSGIOQBZNVIN5UVP7IOUXFSA,R16JEBARKXZ8BX
AFC6F6TV4AYJGDZABEJF7CBILGFQ,R2LV882ASO4EJM
AFC6K2Z47KTGVTXKS3ZNPUEVLQDQ,R2R9RFXWTHCR3
AFC7G4ZMZALNTMXSNZOXFMWGXW7Q,R2I7WIQ18HOAJR
AFC7OZQXZZY74D3R6R3FAOLY5S3Q,R3SZH0PVUBQJ80
AFC7PJA3XS6MHXYAUF3JZDHDUZWQ,R3SB0VOD36AXI0
AFC7Q5Q64XM2Y64FT7Y3L2YVALRA,R2USVKN5VQX7ZL
AFCBKJAWH4J2UWEUQEGSVYNFT2YA,R2AK0419W9GNNL
AFCCTAOXYH2XQNESLRQRH72G27ZQ,R1OIEL27NJ0RCO
AFCCTAOXYH2XQNESLRQRH72G27ZQ,RJPAKDZRUJIDF
AFCCVMGUWTBRWJCYRW6PAMN5AXLQ,R3NJ39MOXXHP2D
AFCDH6KOUMXDXYT5J6RI66H6H4RQ,R1O4LXS46WUDK6
AFCDHTYGHMNLNK2S3X6JVQOT6AXA,R8OA8PY28PACZ
AFCDITQYYSHB5DVHMFMO6M3PV3NA,R3FXVCBQCGNPLW
AFCDWGFZNA55P5RZVVADKMJX4TMQ,R39LC2YR7L3N4E
AFCE74YZAML4IHESYR224MZD4D7Q,R3FBKF9RCYD42V
AFCEDQXVCB4LUUBWXRJS6KRU62FQ,R36EHHPAQNSSOF
AFCEPFOBTC7XT2G2WLISEFCKSTMQ,R31M7C08CPXCB3
AFCFHU6B5RH4YN6DNTLUMY3CILHQ,R2B57KUCWYWDKX
AFCG3C7XO3W6AMP7AMVY7543HCBA,R15PFT9ZSOZ1T5
AFCGAYGFQB27SUPPS7RARVDFJXVA,R2BSJW1NHF0ZF2
AFCHIB73U3D4VQHZCH4MV2Z5FESA,R32I8HG9OTUY0V
AFCHLRXHG4OTDU77ATX2U3ZW5IXQ,RGEJZY2OM7YJ2
AFCHMGFUXDLPXOASREGJC7GTZZHQ,RZNEIL92FFGTT
AFCI5O36CXYYRSJKGKTGI6QHK35A,R24AZS90ZJ7KRC
AFCINWNSTFJ34CLKQUKDBPPT76RA,R3AMWWIWWWURKZ
AFCJIUIGZNR72BMVUBH6QSOJML4A,RZZ1KIFLBPEDW
AFCJPD4OYU6E3CQYH32MUOX26A5Q,R3E5Z7FQ1S0QX4
AFCKOCN7FG2KC4PCZZUORJFFGEJA,RWYWGRLTSJX7N
AFCKVOFM46DHVEVU7M4ABUCXDLLQ,R3S29FN21O2CMZ
AFCKW7CNBDUGWITOVBVJGAQYTW6A,R341FNER86M2NB
AFCLK65T5NMGQV7RXN3QJTOYNTNA,R4KUI529XXAL5
AFCLNH2ZECKMY5LXIR6WTDUJ6BKQ,R1CIOU739KNQAX
AFCLVEPUPFSZU5KJMDBYKGARGQBQ,R1SWHPJDUW2G3M
AFCMAZH6M3TVEIJMUB2MX7OYSKSA,RLZ31DCVWX3TE
AFCMYWUZMOK6KHPFLL4DTRV2KHWA,RTFGWAX83AVMH
AFCN4ZD2X2EVUUDSG4BMFT7YJA2A,R32FKIYH8C9GMX
AFCNIB3CYWCWG5XWEUVDXCLNLGSA,R31NPLPBEHHJVO
AFCNMPYF3HBJZ3FYMKXQAMR55OSA,R3JRQ21J8LHK67
AFCOSVW2NHSFLPG7O5EKP2YRUERQ,R3ANC3TLK8732Y
AFCOSVW2NHSFLPG7O5EKP2YRUERQ,R3J7GSQFAQVB31
AFCOZOXOMZ4PVEU323VFOLNOT6YA,REYYFWWGQT2H1
AFCPQ5WS6XHYA7PKRTOCC7TRJWHA,R374MN6Y3HGVY6
AFCPUUTQS6WV74RYCXZXCPBZV4YA,R2J3NNEKB8K98B
AFCQLKM6YD32YVCRA6NYR6KHLZJQ,R3ETS7YB3Q999V
AFCQT3WCIYIHW4QJCMZSEXJ2A6QQ,R371Z2WNIHW6BE
AFCQXQUIMMCKM6Y743IKFKIMAYWA,R1IQL0D1Z5I492
AFCR3Q2LBT2KWRN42AOROJEDECNA,R1ZDKQ5659C68H
AFCRKUO577ZOIVRSZNAU4PXSM2ZA,R20ZKROW9KONFG
AFCSKW7HDNRLBPL55D6772QMQXZQ,R3U26KEWXGCBX2
AFCSX2LUWQ3TNV2RUG7G7PGO4V3Q,R3IF70MWH0IS69
AFCSXOI4K7R3TFLHH3BXBS25CYJQ,R1BGEUL7PDFQ3
AFCTBE5IW6HOJ2ENFG5WZZNRBVJQ,R8LD3TIJ6NJ6U
AFCTDH6RSQB5Q2F5E3ZXQL5I2RMA,R38ZWKA3FZLLH
AFCTHM6AKLOSBDAUNR7MV55OB3MQ,R4B8YJ4015C8C
AFCTMQKPVJI6Y2JPIGDKRKIAV43A,R3N2A5DV7IPG6R
AFCTNNMP2LZLY5466YJ5AY3JE5ZA,R32MNCWO5LGFCG
AFCUW5JX2EZRGRGNHO65DGJ2ZNXA,R2NZAVDD3V0QHH
AFCWD3PO4G6GJVEEMXGD4B3XDC3Q,R2AVU3XTD27ZHS
AFCWL3MX7BP2ZUDD37MEAENZDQ2A,RC3ZLDRM8GA9T
AFCWNR2KVRYPLSRP4RNLWZVM6TSA,R2ESL9C3ALANVE
AFCWPBRLAMVOA6L27EPNMTLS3IYQ,R3DV0SKGPJHAU2
AFCXBVV2GA3CHCYDIEAUKUUUFLZQ,R15E6DDVQN9C2
AFCYURWTX5HHOTUJUFX3TTTWICTQ,R32X1CLMKWWKDE
AFCYUWRUBILFTKYMBHMVJSIJKK5Q,R11GWINZ2PW06X
AFCZMUBZNRVRW2EJJKK5PN2YQZVQ,R37RT17N8YUWT4
AFCZVT5Q2S2GGB4UUZE6ZFHFJDYA,RH31TSS0MO3KW
AFD4QMZGWAYTZ3UNBOFRY6VZ2RTQ,R3KKAMYDQAI5WH
AFD53TWXXCPJAYQJ7REZPW34AKKQ,R16JCHEILBYOMW
AFD544VTKFVTUBCBN3HKF2KO33TA,R3OSR4OYTNNMCV
AFD574B3LT7V3OO5CRMLVYUWVDLQ,R2SLVB4IDEDVF4
AFD5PNXQHWWDULY26SXS7SIYRG2A,R38671IDIYF3KV
AFD6P5IRXY6KWXUW4H7X6ECRMSLA,R3P0GJ4V5HPF2M
AFDB5OD5HO5R7BDUFTK2VEMEOCLQ,R2AHEFOKBSIJZ9
AFDCDOCRT7PK5OZCUBZJ3WGXQC5A,ROBDUAJXECNYM
AFDCKNT7PKHIXJGOE5KTS2T543DQ,RM0KONA0D7IDQ
AFDCSF36NJYXASQOJCQWFQTN7SDQ,R2ACU430AWSQ15
AFDDH5QGUJ2NHJZBIAPEQVUIQCKA,R33YS4PO3JWU23
AFDE455VYYZCOICWG6PJN2OH5UZQ,R2H579I6NH2BT7
AFDE6CEFGDYLXV7SSVU7NCEZKXKA,R1R099R1LF5U9A
AFDEGSSFTG26ISJWFNZXKO5VINOA,R2ACY9811MRUN5
AFDEP5BAQJAZIRI4DYD3EDMU3QXQ,RISUZF7W6LE2K
AFDER5KTHQQR7JFESKR2BGL7N3FA,R23PAXUWIYVJ2W
AFDF4RNUYQHNOAENQSBE736YWRUQ,R12WIEV98SWMNB
AFDFDVVB5IXZZBCIHG3VJVK3E3CQ,R2AX7J603OWTJ3
AFDFQBUFDOO44TCLCYJUSZFXRGBA,RDJVGMEMJEEZM
AFDGKQUU6XZZCFHIU6DELP2PXF7Q,R3RXQPQONGB1ZD
AFDGNLHZOGP6EQITYFRG7NVKFJWQ,R17IUC88WS63E5
AFDH4NWAAHAVKPQVBCSZEHPVFYRQ,R2YX4PL3F59OHC
AFDH62TEDBX5SJ3FSKZSAX33DH2Q,R3NSZO31F0V6QS
AFDHJS4AKUMVMWYEP5HW33C5NQHQ,R1DC9LG4LVK25
AFDHR2G2FNUFDTSWHO4LCLMB6ZYA,R2935VQS8956B4
AFDI6FRPFBTNBG7BAEB7JDJSMKDQ,R207CYDCHJJTCJ
AFDIF43EHQD67SR2HWPO3W6B7FDA,RY4WXRNZKRVWP
AFDIGTDJTTB72VVFZGILZDH4IROQ,R2SN886QABQ5AF
AFDIP7UX2AVN7Q42UVSPWBZDSKJQ,R2DKEWKEV812QE
AFDIQRC5FKMI2FC442TCIH7FID6Q,R2VX0MWE6CFDOK
AFDITJCB5D4EOPYZKGP5RGRJFVLA,RE1RVB3YIBPKD
AFDJPDX5JZEXUIAHIPEIVN2QYMQQ,RS323H3S7TUW3
AFDJVKMG73WAOX2CNN3VTFIT76UA,RDBIPNQ4FXGZR
AFDKFR5OJZXCDJRUZ44JVGWD7SIA,ROWPNMWIGNJ78
AFDKMC6DZFM4M7BKRFA4APKCYZHQ,RBFTHSBIUQTM1
AFDLI3P4HU4RJGHXBV5X4UBM7ZLA,RX6LRL2BB59G
AFDLRSXKDZ6U3U3KD46SQLFGZQRA,RCFHMWUSBIJO
AFDMLUXC5LS5RXDJSJJRHNBURIVQ,R3GOQBMSH5MIUG
AFDMLUXC5LS5RXDJSJJRHNBURIVQ,R1OW9TWGTIS29M
